title	type	url_slug	venue	date	location	talk_url	description
Mechanisms of Directed Self-assembly in Cylindrical Hole Confinements	Talk	talk-1	APS March Meeting 2018	2018-03-07	Los Angeles, California		In this talk I introduced preliminary results from my 2018 Macromolecules paper on the mechanisms of directed self-assembly during the hole shrink process.
